,Country Name,Country Code,Series Name,YR1993,YR1997,YR2001,YR2005,YR2009,YR2013,YR2017,YR2020
220,Germany,DEU,POP,81156363,82034771,82349925,82469422,81902307,80645605,82657002,83160871
221,Germany,DEU,INC,21217.5746154056,22462.7870852823,19433.52766729,28838.6370960828,34662.1473094564,38953.5152488853,37677.1720444941,38425.6661395502
222,Ghana,GHA,GDP,5966255778.12018,6891308593.75,5314909953.92992,10744675209.8984,26048108185.0534,62823043706.4702,60406382898.5174,70043199813.6885
223,Ghana,GHA,POP,16106756,17908977,19756929,21814648,24170943,26607641,29121464,31072945
224,Ghana,GHA,INC,293.268912388154,292.018321651256,204.114337404299,383.034592903426,872.455494169011,1861.83898732611,1581.24391521058,1876.58422136172
225,Gibraltar,GIB,GDP,..,..,..,..,..,..,..,..
226,Gibraltar,GIB,POP,28680,29404,31604,33222,33562,33694,33723,33691
227,Gibraltar,GIB,INC,..,..,..,..,..,..,..,..
228,Greece,GRC,GDP,108809059155.767,143157600149.757,136309295225.34,247875422204.414,331308500253.274,238907690051.13,199844406013.531,188835201625.91
229,Greece,GRC,POP,10460415,10661259,10862132,10987314,11107017,10965211,10754679,10700556
230,Greece,GRC,INC,..,..,..,..,24352.2951936464,17852.5340627713,15480.6379957417,14751.7097291765
231,Greenland,GRL,GDP,927219728.866886,1072147778.03013,1086172922.57413,1849805732.96203,2529948329.57153,2684952726.88425,2851610655.92391,3075968328.69677
232,Greenland,GRL,POP,55200,56000,56350,56935,56323,56483,56171,56367
233,Greenland,GRL,INC,..,..,..,..,..,..,..,..
234,Grenada,GRD,GDP,309812185.185185,392190592.592593,520444185.185185,695555555.555555,771275555.555555,842620111.111111,1125685185.18519,1043411111.11111
235,Grenada,GRD,POP,98234,101567,103242,104658,105787,108172,110874,112519
236,Grenada,GRD,INC,..,..,..,..,..,..,..,..
237,Guam,GUM,GDP,..,..,..,4213000000,4828000000,5399000000,6013000000,5844000000
238,Guam,GUM,POP,139813,150303,156395,158406,159232,160415,164281,168783
239,Guam,GUM,INC,..,..,..,..,..,..,..,..
240,Guatemala,GTM,GDP,11399942453.0646,17790026221.6139,18405203853.1036,26783543667.064,37125943564.9873,52996540703.5943,71654134378.5299,77604632620.6473
241,Guatemala,GTM,POP,9790619,10788362,11871565,12948292,14000190,15043981,16087418,16858333
242,Guatemala,GTM,INC,1070.45048153105,1495.09429683053,1395.78059625605,1791.50874127203,2248.25200020193,2980.02369294219,3762.80965814348,3953.16231687617
243,Guinea,GIN,GDP,3279096606.21358,3783700461.64359,2829435956.51563,2937071767.25576,6716904568.76482,8376613843.27265,10324668266.5921,14169626010.1229
244,Guinea,GIN,POP,6897171,7662071,8417082,9109585,9964470,10892821,12067516,13132792
245,Guinea,GIN,INC,422.227018276492,424.730528472131,281.890317141686,233.340791701429,549.532400087929,599.800823157811,685.682114499287,920.034456368958
246,Guinea-Bissau,GNB,GDP,236880821.656388,268550998.219197,392621385.894576,587029054.444652,830126469.986608,1046087417.96916,1350177127.5523,1431758242.90375
247,Guinea-Bissau,GNB,POP,1043421,1132505,1227105,1344931,1483920,1648259,1828146,1967998
248,Guinea-Bissau,GNB,INC,161.796523698517,158.164979608671,255.118469136355,346.419444818124,419.917775005433,475.779830187552,588.291889298349,628.984663963673
249,Guyana,GUY,GDP,454101382.488479,749138009.56454,712167575.624277,824880550.343965,3165663152.73351,4167800259.20888,4748174334.14044,5471256594.72422
250,Guyana,GUY,POP,754141,757975,745206,746156,747718,759281,775218,786559
251,Guyana,GUY,INC,369.509301675832,663.233539918967,767.067304593431,877.842409324994,3763.15357296429,4758.9507266462,5311.96924747062,4514.23208418363
252,Haiti,HTI,GDP,1878248741.04949,3338938830.01743,6331961555.40914,7184064657.2953,11597014807.3496,14902474090.615,15035560372.6443,14508218017.4032
253,Haiti,HTI,POP,7460684,8030721,8608810,9195289,9798046,10400672,10982367,11402533
254,Haiti,HTI,INC,243.814949439991,404.740495273829,721.361498505806,750.986300579266,1133.42183787402,1360.82698553688,1287.53050588053,1194.94435112968
255,Honduras,HND,GDP,4926728932.95069,5737099650.19011,7651174661.42872,9757034456.7578,14587496229.1811,18499710127.8385,23136232229.6069,23827840809.7014
256,Honduras,HND,POP,5394416,6045704,6751912,7458982,8150780,8798524,9429016,9904608
257,Honduras,HND,INC,800.37875193608,839.942894308405,1009.6004332582,1149.23772215894,1618.65574363803,1825.74795717934,2153.1969540424,2130.72014077307
258,"Hong Kong SAR, China",HKG,GDP,120353947980.764,177352785419.977,169403241524.337,181570082162.19,214046415026.187,275696879834.966,341273289534.466,344881400505.337
259,"Hong Kong SAR, China",HKG,POP,5901000,6489300,6714300,6813200,6972800,7178900,7393200,7481000
260,"Hong Kong SAR, China",HKG,INC,..,..,..,..,..,..,..,..
261,Hungary,HUN,GDP,40124916940.5945,47296952928.7561,53749989092.0197,113236711635.539,131114229049.178,135732595721.853,143136245596.988,156743134665.959
262,Hungary,HUN,POP,10357523,10290486,10187576,10087065,10022650,9893082,9787966,9750149
263,Hungary,HUN,INC,3007.77369265531,3410.85454917806,3991.09689994723,8728.08601317725,10090.1469300989,10848.9272034614,11606.1044646088,12755.7995825262
264,Iceland,ISL,GDP,6218581531.64347,7569666973.65322,8234846804.60582,16852963067.0496,13154414219.207,16125060515.3117,24728285177.4603,21718075725.2054
265,Iceland,ISL,POP,263725,271128,284968,296734,318499,323764,343400,366463
266,Iceland,ISL,INC,..,..,..,..,..,39104.0812607893,58170.1920548783,48047.3783176536
267,India,IND,GDP,279296022987.919,415867753863.874,485441014538.638,820381595512.902,1341886602798.69,1856722121394.53,2651472946374.91,2667687951796.56
268,India,IND,POP,927403866,1000900028,1075000094,1147609924,1217726217,1280842119,1338676779,1380004385
269,India,IND,INC,262.415138723792,364.916448917004,395.099876408367,621.240855523689,954.418394376812,1248.4140735383,1734.02525602006,1682.68367000171
270,Indonesia,IDN,GDP,158006700301.533,215748998609.635,160446947784.909,285868618224.017,539580085612.401,912524136718.018,1015618742565.81,1058688935454.78
271,Indonesia,IDN,POP,190851184,202826444,214427419,226289468,238620554,251805314,264650969,273523621
272,Indonesia,IDN,INC,724.861584223748,940.403504808973,540.388051881425,886.308905665875,1678.02344832827,2727.8377667618,3036.0985737799,3091.9983166669
273,"Iran, Islamic Rep.",IRN,GDP,63743623232.012,113919163421.155,126878750295.944,226452138291.542,416397025729.361,492775565649.562,486630146443.617,231547571240.469
274,"Iran, Islamic Rep.",IRN,POP,59723761,63136309,66449111,69762345,72924833,76481963,80673888,83992953
275,"Iran, Islamic Rep.",IRN,INC,753.820256165341,1379.38359092272,1477.15207364729,2538.20114477808,4701.73729156311,4788.38849240049,4360.62519109295,1830.07925684713
276,Iraq,IRQ,GDP,1031944881.13189,20764857056.3795,36176430128.8057,49954890353.2609,111657581662.35,234637675128.645,187217660050.676,184369797315.436
277,Iraq,IRQ,POP,18955087,21439579,24208178,26922279,28973157,33157061,37552789,40222503
278,Iraq,IRQ,INC,..,757.698714592311,1143.48676055227,1195.6398780526,3211.55667197967,5546.85390763503,3866.78880993529,3222.35136580839
279,Ireland,IRL,GDP,52417477613.676,82856648758.3572,109346669229.695,211876989655.907,236443115853.695,238279269750.987,335430829594.026,425888950992.003
280,Ireland,IRL,POP,3576261,3674171,3866243,4159914,4535375,4623816,4807388,4985674
281,Ireland,IRL,INC,11914.8153483704,17876.4774299702,20890.310162384,37210.1924431363,36027.739464947,35761.7328088778,38273.7635537593,41464.3894138568
282,Isle of Man,IMN,GDP,..,1180968165.4086,1659131243.73837,3032400000,5487083657.89064,7000748788.49461,6979581724.58172,..
283,Isle of Man,IMN,POP,71431,73851,77707,80293,84379,83985,83610,85032
284,Isle of Man,IMN,INC,..,..,..,..,..,..,..,..
285,Israel,ISR,GDP,..,114753492201.542,130816321183.156,142657069099.984,207953439208.606,294167366504.266,355277223507.485,407100736594.064
286,Israel,ISR,POP,5261000,5836000,6439000,6930100,7485600,8059500,8713300,9215100
287,Israel,ISR,INC,..,16526.361975265,16536.6158009888,17100.4051183192,23091.170387661,30890.8654044216,35237.7259824943,37545.2387539491
288,Italy,ITA,GDP,1064958075550.63,1241879604365.62,1168023426056.38,1858217147203.73,2199928804118.63,2141924094298.56,1961796197354.36,1892574064222.11
289,Italy,ITA,POP,56831821,56890372,56974100,57969484,59095365,60233948,60536709,59449527
290,Italy,ITA,INC,15689.8087362547,18624.2265022085,17309.597465446,27036.5194075899,30596.357694098,28975.2166379131,26826.2562849261,25981.6856725859
291,Jamaica,JAM,GDP,5440064773.17365,8400033893.99653,9194717835.99985,11243868485.7428,12120460872.8003,14264202737.3082,14808989993.3185,13812425036.5864
292,Jamaica,JAM,POP,2484583,2583914,2674706,2740000,2795839,2858710,2920848,2961161
293,Jamaica,JAM,INC,1920.914684722,2876.61028448791,2999.90439760813,3526.5959349972,3741.04540916762,4472.61669420637,4540.42214465977,4194.96194737385
294,Japan,JPN,GDP,4454143876947.21,4492448605638.94,4374711694090.87,4831467035389.8,5289493117993.89,5212328181166.18,4930837369151.42,5040107754084.11
295,Japan,JPN,POP,124829000,126057000,127149000,127773000,128047000,127445000,126972000,126261000
296,Japan,JPN,INC,28255.3723159801,27487.6893319071,26400.5512251461,29304.5034440641,31115.5946485672,31910.7927582701,30559.6891026237,31210.2143161305
297,Jordan,JOR,GDP,5605841535.57512,7246188575.45839,8975689844.8519,12588665303.244,24537876056.338,34454440140.8451,41408960845.0704,43697659295.7747
298,Jordan,JOR,POP,4201559,4848536,5217328,5765639,6893258,8518992,9785840,10203140
299,Jordan,JOR,INC,1148.31535960189,1300.65400354544,1582.54224310344,2043.5305352295,3324.99690184488,3728.42196025583,3960.38459440088,4063.74373592638
300,Kazakhstan,KAZ,GDP,23409260879.9427,22165932062.966,22152694161.8882,57123671733.8952,115308661142.927,236634552078.102,166805800595.704,171082379532.988
301,Kazakhstan,KAZ,POP,16380672,15334405,14858335,15147029,16092822,17035551,18037776,18755666
302,Kazakhstan,KAZ,INC,1124.40841142697,1144.69998836424,1009.10637625725,2188.26707072864,4825.93901573379,9495.10812306036,6650.32793630124,6705.43252691928
303,Kenya,KEN,GDP,5751789915.05363,13115773737.5664,12986007425.8781,18737897744.7948,42347217912.9176,61671425370.0235,82035800868.187,100666542665.72
304,Kenya,KEN,POP,26136217,29415660,32848569,36624897,40901798,45519986,50221146,53771300
305,Kenya,KEN,INC,163.107600406678,353.328414118759,319.146932478754,416.737603046223,737.986013238303,1001.2808078433,1328.25566199169,1541.38890153878
306,Kiribati,KIR,GDP,46919624.6430029,67537479.5903221,63101272.3699183,112133944.253532,132419903.291218,184550740.142316,188192060.085837,180911843.644622
307,Kiribati,KIR,POP,75711,80188,85844,92319,100928,107887,114153,119446
308,Kiribati,KIR,INC,911.233544821923,1324.04940470948,1203.83684607478,1609.32522083117,1704.04264161674,2664.52221840112,3007.45480905527,2797.62838236392
309,"Korea, Dem. People's Rep.",PRK,GDP,..,..,..,..,..,..,..,..
310,"Korea, Dem. People's Rep.",PRK,POP,21265832,22335263,23132982,23904167,24428340,24929500,25429816,25778815
311,"Korea, Dem. People's Rep.",PRK,INC,..,..,..,..,..,..,..,..
312,"Korea, Rep.",KOR,GDP,392666101884.959,569754543829.957,547658231279.87,934901071332.984,943941876218.743,1370795199976.18,1623901496835.79,1637895802792.9
313,"Korea, Rep.",KOR,POP,44194628,45953580,47370164,48184561,49307835,50428893,51361911,51836239
314,"Korea, Rep.",KOR,INC,7543.97746473454,10385.9370329335,9482.77951928121,15947.2240449343,15507.7946883084,22235.4182493024,25898.490913687,25281.8867373399
315,Kosovo,XKX,GDP,..,..,..,..,5015894692.97027,6735731172.79851,7180813375.50836,7716925356.12536
316,Kosovo,XKX,POP,1965000,2086000,1701154,1705780,1761474,1818117,1791003,1790133
317,Kosovo,XKX,INC,..,..,..,..,..,..,..,..
318,Kuwait,KWT,GDP,23941391390.7285,30355093966.3699,34887512226.9319,80798630136.9863,105963168867.269,174161142454.161,120707435542.367,105960225688.145
319,Kuwait,KWT,POP,..,1710257,2103273,2270196,2821041,3526382,4056102,4270563
320,Kuwait,KWT,INC,..,18950.7351722165,16094.4305904658,32675.7495385148,33959.0053679397,43536.0382263941,28774.949432643,..
321,Kyrgyz Republic,KGZ,GDP,2028295454.54545,1767864035.71943,1525116370.27939,2460248026.17783,4690062255.12247,7335027591.91628,7702934800.12836,7780874536.66054
322,Kyrgyz Republic,KGZ,POP,4516700,4696400,4945100,5162600,5383300,5719600,6198200,6579900
323,Kyrgyz Republic,KGZ,INC,..,311.573097502085,252.556715726713,403.073216012945,725.125465397886,978.634853790113,959.343498048787,872.816887314727
324,Lao PDR,LAO,GDP,1327748654.65969,1747011857.33107,1768619058.34647,2735558726.25625,5836138127.06562,11983252611.2727,17071162084.4067,18981800705.0794
325,Lao PDR,LAO,POP,4619946,5050308,5409584,5751675,6148621,6541302,6953031,7275556
326,Lao PDR,LAO,INC,226.546567449933,258.996255534793,256.531376635126,378.241970650816,712.795676865217,1375.31144433012,1860.58083595359,1973.06222316356
327,Latvia,LVA,GDP,..,6527926445.6811,8362398701.58943,17003459863.0989,26410909090.9091,30204783461.8488,30483806017.8318,33645460617.239
328,Latvia,LVA,POP,2563290,2432851,2337170,2238799,2141669,2012647,1942248,1900449
329,Latvia,LVA,INC,..,1791.47170944334,2656.41402102501,5849.119599709,10289.3758602098,11303.7237906743,12141.7012498592,13734.5426228173
330,Lebanon,LBN,GDP,7941744492.1211,15751867489.4446,17649751243.7811,21497336498.9718,35399582928.6236,46880103080.6634,53027680685.8375,25948915861.1985
331,Lebanon,LBN,POP,3246129,3658425,3990999,4698761,4813026,5913016,6819373,6825442
332,Lebanon,LBN,INC,2108.1899686099,3576.23673488348,3787.44277156727,3866.09345879812,6201.11081241732,6412.14008159898,6443.05831969801,3586.59892839812
333,Lesotho,LSO,GDP,835592802.276831,997996028.645833,825706961.238689,1682350934.85132,1740830510.87482,2367113170.00373,2306185361.14628,2250717718.46577
334,Lesotho,LSO,POP,1822237,1968054,2035738,1996115,1990135,2028528,2091532,2142252
335,Lesotho,LSO,INC,591.345920825052,613.447202512446,537.877521166923,1014.5640143432,1017.87481345216,1111.57574641502,1041.82383613244,807.374375637843
336,Liberia,LBR,GDP,..,..,906000000,949000000,1768000000,3177198100,3390703400,3039982540
337,Liberia,LBR,POP,1976701,2326210,2953928,3218114,3754129,4248337,4702224,5057677
338,Liberia,LBR,INC,..,..,157.179719728116,152.045137407288,248.915922796919,388.977791450092,359.277987699895,318.490459850851
339,Libya,LBY,GDP,30657030223.3903,30698633109.1343,34110064452.1567,47334148578.4164,60810211408.0574,75350633010.9303,67158415841.5842,52320215472.0934
340,Libya,LBY,POP,4755134,5118008,5443249,5798615,6133987,6320350,6580723,6871287
341,Libya,LBY,INC,..,..,..,5641.47785679656,7802.61905514547,8406.22572821983,5112.8135903363,3524.473906073
342,Liechtenstein,LIE,GDP,1673104493.77369,2298410390.68421,2491822706.80256,3659251525.8593,4504549214.22663,6391735893.83968,6474256118.61481,..
343,Liechtenstein,LIE,POP,29987,31830,33543,34718,35723,36940,37805,38137
344,Liechtenstein,LIE,INC,..,..,..,..,..,..,..,..
345,Lithuania,LTU,GDP,..,10118631851.5322,12237388001.7264,26097677571.8373,37388122046.1496,46523420074.4372,47758736931.7801,56546957475.4912
346,Lithuania,LTU,POP,3682613,3575137,3470818,3322528,3162916,2957689,2828403,2794885
347,Lithuania,LTU,INC,..,2303.31137661071,2952.19424372698,6741.15600278264,10331.8079880864,13289.4819342868,14097.5922536992,17026.2645196367
348,Luxembourg,LUX,GDP,15925521222.0149,19563836265.2233,21387533703.2327,37672280120.4794,54467289897.5582,65203276466.9763,65712180342.9836,73353132793.7076
349,Luxembourg,LUX,POP,397475,419450,441525,465158,497783,543360,596336,630419
350,Luxembourg,LUX,INC,34323.1469568612,39892.7340636152,37764.7400010713,66020.5295012417,57107.5062412654,72382.8237760087,65889.4609609921,67966.5464752187
351,"Macao SAR, China",MAC,GDP,5665570560.77112,7267563602.6231,6860272608.45211,12160002995.8433,21587740941.5979,51536304807.6803,50440941938.6992,25586111076.3415
352,"Macao SAR, China",MAC,POP,370195,401353,437928,482863,526401,577368,622578,649342
353,"Macao SAR, China",MAC,INC,..,..,..,..,..,..,..,..
354,Madagascar,MDG,GDP,4063298919.2868,4262965281.5836,5438332738.10373,5859269849.14523,9616879571.46431,12423555269.3893,13176313593.5509,13225591803.6232
355,Madagascar,MDG,POP,12675469,14347860,16260933,18336722,20569115,22961259,25570511,27691019
356,Madagascar,MDG,INC,274.606317125251,240.066801469644,284.64601794669,262.949325134677,365.654885437095,420.211442886188,412.298355535703,389.181794441053
357,Malawi,MWI,GDP,2070636935.58644,2663234933.89767,1716502862.2954,3655909664.1423,6191127665.1963,5518880768.57955,8943543677.18899,12172128469.5737
358,Malawi,MWI,POP,9710335,10264906,11432001,12625950,14128161,15839287,17670193,19129955
359,Malawi,MWI,INC,177.474750744467,215.547254338712,115.819922374697,238.562797496353,340.197714757832,268.146725119184,425.869490134864,561.405593742698
360,Malaysia,MYS,GDP,66894837030.4184,100005323301.867,92783947368.4211,143534102611.497,202257625195.063,323277158906.979,319112136545.438,337006023789.699
361,Malaysia,MYS,POP,19484901,21562790,23709115,25690615,27735038,29468923,31104655,32365998
362,Malaysia,MYS,INC,2188.17252602727,3059.63037462256,2499.2246942373,3760.74456249452,5174.23670616467,7800.49631361967,7219.23243759627,7464.71814936252
363,Maldives,MDV,GDP,322417837.161971,508223602.378929,870030468.628748,1163362437.5,2345294875,3295011381.75405,4754175869.24027,3742769967.42798
364,Maldives,MDV,POP,242596,263836,286309,319604,353391,415592,496398,540542
365,Maldives,MDV,INC,1048.44590073113,1645.75266363924,2645.19707267342,3183.42982376841,5318.77370965823,6327.04949192711,7887.06788030637,5700.81051206852
366,Mali,MLI,GDP,2818281080.10984,2697105821.83307,3468337941.0883,6247515892.29694,10231962382.7842,13242690790.0557,15365713059.1057,17465392779.0366
367,Mali,MLI,POP,9087173,10094363,11271603,12775509,14581427,16449854,18512429,20250834
368,Mali,MLI,INC,288.877373264163,235.256721709562,264.293487904935,426.178397147471,579.242449109457,659.499095542198,710.961947684142,718.803241501328
369,Malta,MLT,GDP,2709178326.78271,3793418418.41842,4088368978.34589,6416184181.07201,8696366907.4743,10551661176.7831,13505056441.5193,14917038504.285
370,Malta,MLT,POP,371308,382791,393028,403834,412477,425967,467999,515332
371,Malta,MLT,INC,..,..,..,..,..,..,..,..
372,Marshall Islands,MHL,GDP,99461000,110705600,122824000,136559500,149769600,184840400,213204100,244462400
373,Marshall Islands,MHL,POP,49828,50453,51411,55257,56255,56933,58053,59194
374,Marshall Islands,MHL,INC,..,..,..,..,..,..,..,..
375,Mauritania,MRT,GDP,1847350611.72458,2072001066.8212,1746064718.79169,2936019525.60241,4714592492.92972,7223071177.15856,6800135961.61412,7915985513.70246
376,Mauritania,MRT,POP,2198538,2433567,2702405,3024198,3393408,3817497,4282582,4649660
377,Mauritania,MRT,INC,751.543086489349,793.569922239638,581.283873510858,865.604537606251,1215.32989817438,1573.36689169127,1381.5593731535,1517.22310400127
378,Mauritius,MUS,GDP,3263368410.01813,4187367601.73431,4613630622.77501,6488750452.60067,9128843109.15588,12129642296.4425,13259351418.4459,10926820603.402
379,Mauritius,MUS,POP,1097374,1148284,1196287,1228254,1247429,1258653,1264613,1265740
380,Mauritius,MUS,INC,2751.95062487889,3176.7707235478,3432.59440588649,4725.37782410598,6359.06337373123,8778.47002034206,10138.8393338712,8333.51000152464
381,Mexico,MEX,GDP,500736065605.341,500413483109.175,756706300589.791,877476221382.101,900045350649.351,1274443084716.57,1158913035796.37,1087117783073.31
382,Mexico,MEX,POP,88625440,94611008,100298152,106005199,112463886,118827158,124777326,128932753
383,Mexico,MEX,INC,4903.9868187735,4365.49068981794,6281.00752907449,6532.12442712872,6290.56687629964,8274.30935730167,7290.1570901384,6302.12408091677
384,"Micronesia, Fed. Sts.",FSM,GDP,198400000,206626300,240970900,250281900,280284600,317214400,366666800,407515927.98229
385,"Micronesia, Fed. Sts.",FSM,POP,103901,108473,107170,106135,102971,105922,111461,115021
386,"Micronesia, Fed. Sts.",FSM,INC,1965.00345680829,1785.67718933339,2124.58844180195,2273.00588979191,2692.75900718185,3015.64384854233,3507.44516381991,3689.81667572524
387,Moldova,MDA,GDP,..,1930081168.83117,1480673594.05602,2988348836.471,5439422031.39627,9496717702.44839,9669741744.22001,11859730543.5525
388,Moldova,MDA,POP,2973114,2935524,2917252,2888111,2864346,2858692,2755158,2620495
389,Moldova,MDA,INC,..,498.469079512029,402.849181486783,974.634481770417,1703.50926696538,3268.65779518386,3289.47142327505,4110.00677722957
390,Monaco,MCO,GDP,2574302409.08038,2840175545.06631,2718868306.01093,4203084193.50827,5451653237.01028,6555983530.34932,6431314957.07185,6816219303.25528
391,Monaco,MCO,POP,30145,31268,32474,33842,35223,36899,38392,39244
392,Monaco,MCO,INC,..,..,..,..,..,..,..,..
393,Mongolia,MNG,GDP,768401634.154573,1180934202.83801,1267997934.3125,2523471532.01083,4583850367.88972,12582122604.1921,11480847745.3187,13312981594.573
394,Mongolia,MNG,POP,2263196,2335744,2419594,2526429,2673794,2881783,3113788,3278292
395,Mongolia,MNG,INC,301.500843772579,443.78442601104,451.41009929899,812.589119414078,1316.43543362689,3484.05769744283,2556.59412295314,3032.15247430856
396,Montenegro,MNE,GDP,..,..,1159869245.92513,2257174480.78597,4159330369.5471,4465771672.62005,4856602178.63417,4780722121.96227
397,Montenegro,MNE,POP,610170,609520,607389,614261,618294,621207,622373,621306
398,Montenegro,MNE,INC,..,..,..,..,6059.0351284826,6641.73937108896,7163.28864932446,6966.31698159554
399,Morocco,MAR,GDP,31655473663.8348,39147844526.0838,39459581217.3759,62343022650.8742,92897320375.8176,106825649872.108,109682728023.112,114725065285.149
400,Morocco,MAR,POP,26155204,27754573,29126323,30455563,31929087,33715705,35581257,36910558
401,Morocco,MAR,INC,1035.94482421875,1211.42272949219,1174.54638671875,1797.08056640625,2527.1279296875,2741.24951171875,2663.78271484375,2668.45141601563
402,Mozambique,MOZ,GDP,2729550591.08977,4648832184.06736,5398568543.63492,8542070109.70903,11914471497.1492,16974314296.2182,13219079497.7055,14028811071.7628
403,Mozambique,MOZ,POP,14370950,16397175,18221884,20493927,22894718,25560752,28649007,31255435
404,Mozambique,MOZ,INC,139.770864849709,220.032303881699,228.623553368283,350.294240500024,440.867507081747,537.829003170423,350.761294373592,330.055637861799
405,Myanmar,MMR,GDP,2809748387.09677,5633070602.54016,6220270632.33592,10588433068.8549,29455165594.6859,60572257122.2962,61449392056.1488,78930257227.0908
406,Myanmar,MMR,POP,42889992,45027223,47225119,48949931,50250366,51852464,53382521,54409794
407,Myanmar,MMR,INC,1105.89456951337,3359.62306771635,9457.70577449118,37608.5098022961,109603.768968991,1036.19947669944,999.298442268139,1301.50042173998
408,Namibia,NAM,GDP,3251230620.92603,4154955685.76389,3557333364.30795,7248394160.35502,8938868165.39165,12043276397.1652,12895153160.466,10562637375.594
409,Namibia,NAM,POP,1555098,1698029,1823667,1938316,2081039,2233506,2402623,2540916
410,Namibia,NAM,INC,1861.69971847053,2196.45461447928,1720.45399046195,3191.0442018004,3612.0189080876,4728.9375323949,4573.50056806836,3548.88288113214
411,Nauru,NRU,GDP,..,..,..,..,..,98491843.6441982,109359680.217211,114626625.553023
412,Nauru,NRU,POP,10287,10643,10219,9848,9945,10208,10577,10834
413,Nauru,NRU,INC,..,..,..,..,..,..,..,..
414,Nepal,NPL,GDP,3660041666.66667,4918691916.53516,6007055042.17687,8130258041.46706,12854985464.0764,22162208956.1412,28971589213.2184,33433670511.9364
415,Nepal,NPL,POP,20489973,22584772,24347113,25744500,26883531,26916795,27632682,29136808
416,Nepal,NPL,INC,175.106667039577,213.798728761301,238.33826783287,303.616106165474,462.502065974697,787.507103996928,993.239739411256,1085.53174762578
417,Netherlands,NLD,GDP,353550169672.52,416812740004.518,431586852369.686,685348181515.953,871518638049.218,877172824534.512,833869641687.06,913865395789.886
418,Netherlands,NLD,POP,15290368,15610650,16046180,16319868,16530388,16804432,17131296,17441500
419,Netherlands,NLD,INC,19249.7571957292,22809.4356998857,22429.9619646355,34541.5927649252,42746.2213604124,43470.7067201964,40814.5010388494,42296.0224348672
420,New Caledonia,NCL,GDP,2822244192.11073,3291130071.54057,3297734668.3899,6238632283.76502,8704436169.14341,10151385305.7645,9173668102.13844,9435529927.2471
421,New Caledonia,NCL,POP,184496,201418,217324,232250,245950,263650,270000,271960
422,New Caledonia,NCL,INC,13586.1473529252,13650.6528408789,..,..,..,..,..,..
423,New Zealand,NZL,GDP,46775620817.4327,66075143415.4952,53872425916.6248,114720129550.095,121373602348.679,190906575136.003,206623758800.159,211734532308.013
424,New Zealand,NZL,POP,3572200,3781300,3880500,4133900,4302600,4442100,4813600,5090200
425,New Zealand,NZL,INC,10136.8066849422,13837.5984597587,11095.13421062,21903.9771415734,22365.7944204156,34986.1878180917,35353.6196205281,33723.5719338085
426,Nicaragua,NIC,GDP,1756454248.36601,4389965590.96538,5323146565.70315,6321335612.22233,8298679908.55232,10982979274.1922,13785909906.1925,12586941392.6347
427,Nicaragua,NIC,POP,4462496,4827658,5145367,5438692,5745538,6062462,6384843,6624554
428,Nicaragua,NIC,INC,262.049315889005,772.678961818522,893.777558738325,1031.84562109276,1275.96433591837,1536.70556069379,1847.22075423286,1667.64126131912
429,Niger,NER,GDP,3052673622.85839,2290318800.33457,2448714680.56221,4383315656.99096,7352131669.2941,10224897934.722,11185102399.5762,13741378450.136
430,Niger,NER,POP,8860297,10178196,11751364,13624474,15843131,18504287,21602388,24206636
431,Niger,NER,INC,322.951773425033,213.244563794968,212.381108982252,340.009613410169,482.955827537022,550.003716085073,515.558144776763,520.699307035418
432,Nigeria,NGA,GDP,27752204320.0883,54457835193.4927,74030364472.0506,176134087150.341,295008767295.038,508692961937.492,375746469538.666,432293776262.398
433,Nigeria,NGA,POP,102700751,113457661,125394046,138865014,154324939,171765819,190873247,206139587
434,Nigeria,NGA,INC,180.756996467496,377.953953526398,470.873196143146,952.451454302665,1577.63893496709,2366.63846957309,1660.07656548444,1730.27921843541
435,North Macedonia,MKD,GDP,2682456896.55172,3912986090.97363,3709637829.94866,6258600713.82627,9401731495.71661,10817712138.9451,11307058382.3435,12116981815.2261
436,North Macedonia,MKD,POP,1984024,1996869,2034882,2036855,2050671,2064032,2074502,2072531
437,North Macedonia,MKD,INC,1020.28176359784,1552.97497538217,1467.63535055372,2392.30946632967,3589.7948247853,4124.55171790354,4300.66872287928,4853.91772923445
438,Northern Mariana Islands,MNP,GDP,..,..,..,1061000000,795000000,772000000,1560000000,..
439,Northern Mariana Islands,MNP,POP,45763,50052,58319,56547,54194,54786,56553,57557
440,Northern Mariana Islands,MNP,INC,..,..,..,..,..,..,..,..
441,Norway,NOR,GDP,120579072750.596,161356631888.484,173972218824.027,308884284051.222,386190385318.767,522761531914.894,398393955268.99,362198318435.26
442,Norway,NOR,POP,4311991,4405157,4513751,4623291,4828726,5079623,5276968,5379475
443,Norway,NOR,INC,21149.9021087275,28558.8838553663,29511.621799436,52320.4650619699,61746.736186777,80411.5238716661,61362.5193288807,53514.24748511
444,Oman,OMN,GDP,12493107932.3797,15837451235.3706,19452000520.156,31081991677.5033,48388363589.0767,89936020806.2419,80856697009.1027,73971391417.4252
445,Oman,OMN,POP,2072106,2249759,2294959,2511254,2876186,3764805,4665926,5106622
446,Oman,OMN,INC,3704.49943321874,4298.76043254939,4813.25357492173,6820.54324240929,9562.30169333809,10402.7475285328,9922.63617010443,..
